timestamp,N,P,K,humidity,soil_pH,temperature,crop_name
2024-07-13 11:05:00,117.9,47.663,91.218,77.722,6.392,33.317,Rice
2024-07-13 11:10:00,93.465,50.59,98.252,69.002,6.284,26.433,Rice
2024-07-13 11:15:00,115.899,38.729,84.899,86.959,6.24,29.777,Rice
2024-07-13 11:20:00,84.427,52.269,83.509,71.598,6.52,28.366,Rice
2024-07-13 11:25:00,118.489,46.552,98.617,80.588,6.161,28.014,Rice
2024-07-13 11:30:00,99.499,47.248,82.222,73.179,6.456,26.688,Rice
2024-07-13 11:35:00,92.645,57.332,95.358,71.047,6.261,27.371,Rice
2024-07-13 11:40:00,103.614,45.118,94.729,83.011,7.016,28.234,Rice
2024-07-13 11:45:00,114.493,60.188,84.068,77.136,6.991,26.615,Rice
2024-07-13 11:50:00,108.838,41.922,96.99,76.346,6.333,31.338,Rice
2024-07-13 11:55:00,96.338,43.836,96.077,87.923,6.239,27.427,Rice
2024-07-13 12:00:00,104.239,53.728,80.215,80.548,6.418,32.008,Rice
2024-07-13 12:05:00,96.765,44.546,96.845,74.733,6.499,36.349,Rice
2024-07-13 12:10:00,83.287,40.137,95.028,70.222,6.414,31.425,Rice
2024-07-13 12:15:00,98.522,44.78,94.678,71.032,6.793,32.831,Rice
2024-07-13 12:20:00,100.16,48.433,84.189,72.643,6.983,33.556,Rice
2024-07-13 12:25:00,79.844,57.92,84.42,78.847,6.472,32.947,Rice
2024-07-13 12:30:00,87.378,54.745,83.541,75.001,6.124,27.039,Rice
2024-07-13 12:35:00,91.168,50.45,86.282,77.231,6.998,26.233,Rice
2024-07-13 12:40:00,83.633,48.294,88.24,82.915,6.114,33.228,Rice
2024-07-13 12:45:00,101.712,51.837,88.588,78.463,6.621,26.512,Rice
2024-07-13 12:50:00,78.462,58.964,100.009,72.092,6.428,31.016,Rice
2024-07-13 12:55:00,104.523,60.785,89.213,71.35,6.257,34.193,Rice
2024-07-13 13:00:00,102.549,59.497,92.983,83.953,6.563,36.247,Rice
2024-07-13 13:05:00,97.648,50.733,97.177,89.222,6.233,28.174,Rice
2024-07-13 13:10:00,115.76,55.077,86.191,78.311,6.868,26.732,Rice
2024-07-13 13:15:00,102.821,41.527,88.251,75.115,6.789,33.817,Rice
2024-07-13 13:20:00,97.258,49.005,94.397,86.63,6.283,31.923,Rice
2024-07-13 13:25:00,107.541,51.93,95.572,72.424,6.997,29.722,Rice
2024-07-13 13:30:00,101.912,57.366,79.388,86.497,6.031,29.399,Rice
2024-07-13 13:35:00,95.222,60.29,84.834,83.663,6.454,32.575,Rice
2024-07-13 13:40:00,89.462,40.431,93.609,72.528,6.657,30.097,Rice
2024-07-13 13:45:00,82.003,54.974,80.484,82.521,6.074,33.67,Rice
2024-07-13 13:50:00,82.73,47.242,95.849,80.545,6.463,28.944,Rice
2024-07-13 13:55:00,81.746,56.799,93.816,84.751,6.419,24.864,Rice
2024-07-13 14:00:00,108.245,58.018,89.691,85.131,6.66,29.495,Rice
2024-07-13 14:05:00,99.99,54.745,94.615,78.446,6.512,28.339,Rice
2024-07-13 14:10:00,101.906,48.189,93.718,89.074,6.272,28.092,Rice
2024-07-13 14:15:00,91.11,43.955,80.735,89.517,6.564,29.326,Rice
2024-07-13 14:20:00,80.933,56.832,88.379,88.548,6.269,32.859,Rice
2024-07-13 14:25:00,107.927,42.736,82.42,83.45,6.275,33.532,Rice
2024-07-13 14:30:00,87.422,53.357,83.065,86.578,6.236,28.207,Rice
2024-07-13 14:35:00,121.367,46.66,98.402,87.384,6.392,33.526,Rice
2024-07-13 14:40:00,95.971,42.591,96.225,78.069,6.504,30.505,Rice
2024-07-13 14:45:00,113.756,57.988,88.017,86.586,6.064,27.062,Rice
2024-07-13 14:50:00,120.691,59.122,87.283,73.776,6.184,28.037,Rice
2024-07-13 14:55:00,102.729,44.552,92.193,85.458,6.641,32.778,Rice
2024-07-13 15:00:00,113.831,45.373,99.017,78.899,5.989,26.586,Rice
2024-07-13 15:05:00,113.733,59.935,100.366,81.863,6.68,26.362,Rice
2024-07-13 15:10:00,113.571,40.575,89.208,84.635,6.643,28.2,Rice
2024-07-13 15:15:00,89.422,43.425,81.534,72.146,6.525,32.267,Rice
2024-07-13 15:20:00,85.431,58.714,96.437,69.773,6.701,25.558,Rice
2024-07-13 15:25:00,120.358,40.865,88.967,89.867,6.777,31.273,Rice
2024-07-13 15:30:00,82.317,50.317,99.516,73.937,6.943,26.419,Rice
2024-07-13 15:35:00,112.629,39.653,80.984,80.164,6.84,24.974,Rice
2024-07-13 15:40:00,81.129,48.819,88.984,87.643,6.159,28.338,Rice
2024-07-13 15:45:00,115.888,56.843,91.747,88.233,6.053,31.188,Rice
2024-07-13 15:50:00,96.854,57.748,95.935,78.713,6.863,24.314,Rice
2024-07-13 15:55:00,112.925,58.265,99.906,73.104,5.972,29.875,Rice
2024-07-13 16:00:00,104.013,41.743,92.462,88.191,6.931,31.045,Rice
2024-07-13 16:05:00,88.337,43.618,84.271,87.402,6.638,28.744,Rice
2024-07-13 16:10:00,102.372,40.061,99.444,79.948,6.073,32.396,Rice
2024-07-13 16:15:00,100.398,58.796,90.834,75.594,6.122,29.068,Rice
2024-07-13 16:20:00,111.49,42.431,89.933,77.79,6.835,33.066,Rice
2024-07-13 16:25:00,84.364,56.991,89.651,72.822,6.896,26.66,Rice
2024-07-13 16:30:00,92.683,42.0,84.141,85.602,6.511,25.637,Rice
2024-07-13 16:35:00,95.12,50.308,90.448,75.619,6.561,25.086,Rice
2024-07-13 16:40:00,116.516,43.967,82.217,78.722,6.234,28.205,Rice
2024-07-13 16:45:00,113.085,42.519,82.675,81.029,7.03,26.965,Rice
2024-07-13 16:50:00,100.163,45.456,98.595,80.619,6.191,29.485,Rice
2024-07-13 16:55:00,94.074,57.384,80.176,80.727,6.562,27.976,Rice
2024-07-13 17:00:00,85.375,43.653,90.708,84.357,6.825,25.925,Rice
2024-07-13 17:05:00,108.267,55.094,81.455,68.715,6.986,29.168,Rice
2024-07-13 17:10:00,94.315,58.353,85.794,81.69,6.469,27.757,Rice
2024-07-13 17:15:00,113.61,40.449,85.438,84.405,6.579,29.962,Rice
2024-07-13 17:20:00,98.75,44.23,95.72,86.933,6.361,29.53,Rice
2024-07-13 17:25:00,101.942,53.309,97.699,85.97,6.914,30.507,Rice
2024-07-13 17:30:00,115.706,50.781,97.062,87.462,6.821,29.329,Rice
2024-07-13 17:35:00,99.595,50.258,99.837,87.824,6.626,33.806,Rice
2024-07-13 17:40:00,81.003,56.849,82.109,72.68,6.105,25.358,Rice
2024-07-13 17:45:00,123.522,49.738,89.806,71.21,6.857,31.225,Rice
2024-07-13 17:50:00,109.725,57.969,84.431,87.281,6.376,28.38,Rice
2024-07-13 17:55:00,111.97,42.093,84.354,88.795,6.801,27.977,Rice
2024-07-13 18:00:00,110.023,43.975,83.444,73.617,6.882,26.528,Rice
2024-07-13 18:05:00,80.161,52.762,88.901,73.978,6.387,31.415,Rice
2024-07-13 18:10:00,89.349,56.946,82.735,70.504,6.307,31.574,Rice
2024-07-13 18:15:00,96.161,51.28,86.852,80.7,6.491,29.308,Rice
2024-07-13 18:20:00,92.006,54.694,85.32,86.892,6.204,33.791,Rice
2024-07-13 18:25:00,84.83,49.445,99.188,70.732,6.093,32.28,Rice
2024-07-13 18:30:00,89.652,52.475,99.214,76.015,6.618,29.334,Rice
2024-07-13 18:35:00,84.362,44.94,83.923,82.703,6.67,31.802,Rice
2024-07-13 18:40:00,110.174,58.23,96.179,87.363,6.575,26.278,Rice
2024-07-13 18:45:00,88.024,41.139,96.546,83.571,6.888,26.331,Rice
2024-07-13 18:50:00,117.133,52.192,86.713,80.138,6.521,33.39,Rice
2024-07-13 18:55:00,120.779,53.8,85.181,89.201,6.149,29.451,Rice
2024-07-13 19:00:00,107.725,48.23,90.399,71.517,6.605,30.798,Rice
2024-07-13 19:05:00,101.307,53.308,94.034,78.63,6.347,29.128,Rice
2024-07-13 19:10:00,105.409,47.01,91.418,71.159,6.794,32.408,Rice
2024-07-13 19:15:00,82.299,44.086,83.229,70.355,6.683,26.45,Rice
2024-07-13 19:20:00,79.543,48.651,97.517,76.738,6.245,30.987,Rice
2024-07-13 19:25:00,83.087,54.498,89.107,86.421,6.141,25.69,Rice
2024-07-13 19:30:00,117.211,53.098,86.251,75.565,6.511,29.426,Rice
2024-07-13 19:35:00,108.401,52.847,78.343,73.033,6.659,33.35,Rice
2024-07-13 19:40:00,81.68,53.224,85.878,75.163,6.718,30.643,Rice
2024-07-13 19:45:00,98.825,55.373,80.381,84.379,6.604,25.368,Rice
2024-07-13 19:50:00,114.921,54.604,95.184,83.743,6.511,31.458,Rice
2024-07-13 19:55:00,101.355,55.094,80.675,89.973,6.34,32.387,Rice
2024-07-13 20:00:00,106.482,40.835,91.256,73.027,6.237,35.254,Rice
2024-07-13 20:05:00,110.681,44.666,96.369,78.811,6.195,34.115,Rice
2024-07-13 20:10:00,102.674,40.34,89.777,70.521,6.588,27.702,Rice
2024-07-13 20:15:00,83.635,56.948,97.308,83.285,6.053,28.361,Rice
2024-07-13 20:20:00,82.528,50.816,97.633,80.935,7.074,30.286,Rice
2024-07-13 20:25:00,85.714,40.708,85.943,87.471,6.164,30.428,Rice
2024-07-13 20:30:00,104.68,49.131,80.361,75.899,6.663,34.54,Rice
2024-07-13 20:35:00,86.106,43.358,81.931,77.639,6.709,27.077,Rice
2024-07-13 20:40:00,96.156,46.117,89.84,85.021,6.487,26.778,Rice
2024-07-13 20:45:00,103.137,38.297,83.184,77.456,5.968,26.039,Rice
2024-07-13 20:50:00,108.292,59.666,84.288,76.438,6.664,33.459,Rice
2024-07-13 20:55:00,107.34,50.845,84.116,88.99,6.498,33.914,Rice
2024-07-13 21:00:00,112.832,42.399,83.708,71.591,6.31,30.678,Rice
2024-07-13 21:05:00,98.899,49.133,85.984,87.613,6.288,33.442,Rice
2024-07-13 21:10:00,101.232,49.418,94.824,73.438,6.461,28.814,Rice
2024-07-13 21:15:00,84.419,46.814,83.058,78.204,6.784,27.978,Rice
2024-07-13 21:20:00,105.521,54.166,89.962,73.458,7.086,29.339,Rice
2024-07-13 21:25:00,99.038,56.39,95.009,88.408,6.327,29.327,Rice
2024-07-13 21:30:00,103.858,56.326,87.27,87.418,6.194,33.107,Rice
2024-07-13 21:35:00,111.332,49.597,84.875,87.632,5.904,27.204,Rice
2024-07-13 21:40:00,77.759,48.077,84.732,80.535,6.459,30.687,Rice
2024-07-13 21:45:00,111.755,42.113,92.066,88.665,7.019,29.729,Rice
2024-07-13 21:50:00,108.312,51.109,90.77,85.773,6.792,31.139,Rice
2024-07-13 21:55:00,103.862,43.346,95.523,81.249,5.871,33.473,Rice
2024-07-13 22:00:00,92.079,58.89,97.932,78.436,5.973,30.878,Rice
2024-07-13 22:05:00,115.798,56.182,95.448,73.932,6.049,25.936,Rice
2024-07-13 22:10:00,106.861,40.609,89.171,89.097,6.61,30.086,Rice
2024-07-13 22:15:00,102.84,53.845,89.989,84.005,5.992,31.721,Rice
2024-07-13 22:20:00,112.61,42.947,85.909,90.432,6.597,30.711,Rice
2024-07-13 22:25:00,86.172,55.336,85.516,84.052,6.048,29.613,Rice
2024-07-13 22:30:00,86.964,55.631,87.738,85.268,6.808,28.093,Rice
2024-07-13 22:35:00,91.904,48.523,89.858,70.59,6.719,30.049,Rice
2024-07-13 22:40:00,89.121,41.574,92.403,86.986,6.903,34.105,Rice
2024-07-13 22:45:00,109.897,53.006,96.583,80.78,6.876,35.172,Rice
2024-07-13 22:50:00,97.822,44.499,85.608,83.286,6.262,29.143,Rice
2024-07-13 22:55:00,88.563,46.079,82.33,70.165,6.693,26.226,Rice
2024-07-13 23:00:00,85.416,44.923,94.562,79.515,6.746,28.444,Rice
2024-07-13 23:05:00,111.582,58.92,86.571,73.597,6.356,33.076,Rice
2024-07-13 23:10:00,121.603,56.789,91.374,80.415,6.192,33.985,Rice
2024-07-13 23:15:00,94.989,57.084,83.978,72.293,6.037,25.343,Rice
2024-07-13 23:20:00,78.489,56.84,100.246,77.106,5.755,24.639,Rice
2024-07-13 23:25:00,104.153,47.314,93.438,72.386,7.02,29.088,Rice
2024-07-13 23:30:00,102.112,57.339,97.126,80.629,6.222,27.118,Rice
2024-07-13 23:35:00,86.819,55.941,82.74,76.064,6.049,34.185,Rice
2024-07-13 23:40:00,87.326,53.124,98.314,87.903,6.344,26.848,Rice
2024-07-13 23:45:00,103.234,43.863,83.297,84.813,6.693,30.921,Rice
2024-07-13 23:50:00,91.514,48.28,87.027,76.476,6.234,32.357,Rice
2024-07-13 23:55:00,100.094,42.029,84.28,72.979,6.228,25.581,Rice
2024-07-14 00:00:00,94.799,51.913,80.664,85.628,6.581,25.975,Rice
2024-07-14 00:05:00,83.868,48.111,86.681,70.926,5.906,24.5,Rice
2024-07-14 00:10:00,78.2,48.915,98.566,78.653,6.809,31.499,Rice
2024-07-14 00:15:00,120.016,42.152,80.617,72.811,6.882,31.968,Rice
2024-07-14 00:20:00,86.872,58.528,86.87,86.143,6.691,27.65,Rice
2024-07-14 00:25:00,78.629,57.153,94.746,71.362,6.714,28.685,Rice
2024-07-14 00:30:00,98.333,50.07,90.024,71.574,6.236,27.596,Rice
2024-07-14 00:35:00,104.485,49.782,86.817,78.238,7.039,31.961,Rice
2024-07-14 00:40:00,108.716,48.999,95.273,72.426,6.168,30.754,Rice
2024-07-14 00:45:00,93.672,46.284,83.435,88.229,6.202,26.001,Rice
2024-07-14 00:50:00,87.07,43.336,99.906,73.384,6.984,33.385,Rice
2024-07-14 00:55:00,95.462,52.925,83.177,75.576,6.791,31.102,Rice
2024-07-14 01:00:00,117.882,47.015,96.683,78.846,6.138,32.483,Rice
2024-07-14 01:05:00,95.299,47.135,97.47,85.779,6.132,26.621,Rice
2024-07-14 01:10:00,78.356,44.892,88.384,84.196,6.015,31.481,Rice
2024-07-14 01:15:00,98.003,52.56,99.103,79.436,6.128,26.623,Rice
2024-07-14 01:20:00,123.763,42.098,99.43,78.348,6.149,27.843,Rice
2024-07-14 01:25:00,101.785,41.603,82.834,74.304,6.735,32.709,Rice
2024-07-14 01:30:00,83.709,47.805,84.908,76.605,6.028,29.788,Rice
2024-07-14 01:35:00,116.872,55.963,96.451,81.732,6.643,32.173,Rice
2024-07-14 01:40:00,112.403,45.268,85.129,73.109,6.65,29.281,Rice
2024-07-14 01:45:00,84.743,54.297,83.206,74.089,6.908,25.347,Rice
2024-07-14 01:50:00,109.757,60.835,81.393,75.699,6.677,23.94,Rice
2024-07-14 01:55:00,108.505,52.233,91.681,72.065,6.498,31.41,Rice
2024-07-14 02:00:00,98.293,58.953,96.311,89.965,6.223,29.77,Rice
2024-07-14 02:05:00,87.481,43.61,101.441,88.711,7.109,29.399,Rice
2024-07-14 02:10:00,116.124,42.351,96.237,76.297,6.367,28.688,Rice
2024-07-14 02:15:00,89.105,57.306,90.304,70.082,6.846,28.516,Rice
2024-07-14 02:20:00,98.868,58.907,90.617,84.001,5.997,32.625,Rice
2024-07-14 02:25:00,113.605,53.367,94.31,71.425,6.378,29.58,Rice
2024-07-14 02:30:00,101.838,42.037,89.034,81.282,6.678,29.05,Rice
2024-07-14 02:35:00,92.302,57.181,94.731,74.861,6.497,33.009,Rice
2024-07-14 02:40:00,80.096,54.114,97.028,86.836,6.34,35.953,Rice
2024-07-14 02:45:00,119.086,52.561,85.777,88.098,6.082,36.4,Rice
2024-07-14 02:50:00,91.682,56.153,77.919,87.289,6.576,33.437,Rice
2024-07-14 02:55:00,109.472,45.072,86.734,79.325,6.813,29.974,Rice
2024-07-14 03:00:00,97.088,50.702,98.744,80.366,6.658,31.174,Rice
2024-07-14 03:05:00,119.147,52.69,88.987,76.299,6.279,31.191,Rice
2024-07-14 03:10:00,92.988,41.406,96.187,73.549,6.59,27.769,Rice
2024-07-14 03:15:00,93.626,57.201,81.22,74.852,6.235,34.044,Rice
2024-07-14 03:20:00,112.678,48.682,90.258,76.129,6.825,31.65,Rice
2024-07-14 03:25:00,101.763,50.359,99.16,90.581,6.583,26.022,Rice
2024-07-14 03:30:00,110.49,59.289,86.147,86.573,6.793,32.545,Rice
2024-07-14 03:35:00,93.208,44.946,100.317,85.224,6.252,30.687,Rice
2024-07-14 03:40:00,89.22,53.697,96.91,78.655,6.477,31.122,Rice
2024-07-14 03:45:00,108.189,41.634,83.843,79.671,6.869,28.747,Rice
2024-07-14 03:50:00,89.172,39.632,84.254,77.771,6.785,24.587,Rice
2024-07-14 03:55:00,91.512,59.09,96.426,74.253,6.225,23.863,Rice
2024-07-14 04:00:00,87.629,52.535,93.136,71.268,6.816,28.57,Rice
2024-07-14 04:05:00,110.02,42.036,82.433,81.103,6.429,32.27,Rice
2024-07-14 04:10:00,88.8,45.641,83.094,78.656,6.391,30.841,Rice
2024-07-14 04:15:00,97.633,39.894,92.134,86.288,6.06,32.035,Rice
